file	beg	end	text	speaker	section
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	0.36	7.202	Keeping in the sheep or keeping the sheep out of the field that was not the appointed pasture	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	9.216	17.601	The deliberate spacing of the fenceposts was as plain as the apparently undeliberate spacing of the clumped wild iris	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	18.066	22.007	The iris in the field that the fence kept the sheep from	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	23.15	27.727	But this was when the fence was new and is not what the fence is	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	28.323	29.209	Bulged	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	29.669	33.741	where the sheep have leaned, not one of the posts straight	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	34.119	38.122	Broken in places, the regular spaces an abstraction	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	39.914	42.435	The rectangles are untrue	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	42.9	56.247	And through the holes the sheep have passed from one field into the next field, cropping the wild iris and lessening the apparent distinction between field and field	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	58.253	67.159	It is dangerous to say with the words rusting as the old wire fence red where the galvanizing has worn off	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	68.276	71.655	Whether the fence has suffered a kind of death	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	72.18	77.149	or whether the fence stands askew and broken	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	77.495	80.618	as a sign of separation or the death	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	81.103	82.384	of seperation	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	83.063	86.56	The fence inseparable from that place	Subject	
Moore-Richard_Complete-Reading_Lee-Anderson_Berkeley_03-23-52	87.045	89.48	between field and field	Subject	
