file	beg	end	text	speaker	section
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	10.048	11.514	I think I closed this (())	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	12.527	12.997	group	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	15.077	16.46	with a (()) in there.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	17.177	18.388	In the ends of the earth.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	22.538	27.621	It's called weight less than the shadow, which is a line I take from (()) forty seventh count of	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	29.272	30.309	um who=	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	31.486	33.85	who even dead yet hath his mind entire.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	40.186	41.414	Weight less than the shadow.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	47.223	50.41	We encounter in the lateral tunnel with great depth.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	50.867	51.64	I wear	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	52.44	54.323	in my forehead of debut at	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	54.875	56.129	newly acquired	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	56.761	57.602	the gift.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	57.945	59.766	In fact, as a young lady	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	60.165	64.157	casts an intense circle beyond whose rocky confines	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	64.566	65.328	blackness,	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	65.625	66.281	nothing.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	66.538	71.299	Your seamed face, as in a developing fluid, coagulates the lips	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	72.197	74.309	((lift)) to tell me I have not yet	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	75.204	77.11	solved the riddle of the universe.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	79.468	81.35	The bird in the cage I carry	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	82.016	83.76	has died, you point out.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	84.458	85.339	Misled,	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	86.22	88.43	I'd gotten off the elevator at the wrong level.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	89.419	90.4	You shrug,	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	91.256	93.199	but cast the dice on my behalf.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	94.099	99.21	Back, they indicate, to the pithead. Collect nothing from the company store except	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	100.741	102.309	I sank these shafts.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	103.988	106.397	Your fierce outburst, at last.	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	106.816	107.96	To hear that voice	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	108.638	110.57	and have seen just your next	Subject	
Bromige-David_Complete-Reading_Albany-CA_Fall-1968	110.998	111.82	old man.	Subject	
